id,English,Russian,French,German,Spanish,Italian,Portuguese,ChineseSimplified,Turkish,Japanese,Korean,Arabic
styleWindowGymSize,Gym Size,Размер Зала,Taille Gym,Sportstudiogröße,Tamaño del gimnasio,Dimensione palestra,Tamanho da academia,健身房规模,Spor Salonu Boyutu,ジムサイズ,헬스클럽 크기,حجم النادي الرياضي
styleWindowCurrentGymSize,Current Gym Size:\n{0},Текущий размер Зала:\n{0},Taille Gym actuelle :\n{0},Aktuelle Größe:\n{0},Tamaño actual del gimnasio:\n{0},Dimensione palestra attuale:\n{0},Tamanho atual da academia:\n{0},目前健身房规模：\n{0},Şu anki salon boyutu:\n{0},現在のジムのサイズ:\n {0},현재 헬스클럽 크기:\n{0},الحجم الحالي للنادي : {0}  
styleWindowGymSizeStylePoints,Gym Size Style Points:,Очки стиля за размер Зала:,Points Style Taille Gym :,Stilpunkte für Größe:,Puntos de estilo por tamaño del gimnasio:,Punti stile dimensione palestra:,Pontos de estilo por tamanho da academia:,健身房规模风格点数：,Salon Boyutu Stil Puanları:,ジムサイズのスタイルポイント:,헬스클럽 크기 스타일 포인트:,نقاط أناقة حجم النادي:
styleWindowDecors,Decorations,Декор,Décorations,Deko,Adornos,Decorazioni,Decorações,装饰品,Dekorasyonlar,装飾,장식,الديكورات
styleWindowCurrentDecors,Current Decors:\n{0},Количество Декора:\n{0},Décors actuels :\n{0},Aktuelle Deko:\n{0},Adornos actuales:\n{0},Decorazioni attuali:\n{0},Decorações atuais:\n{0},当前装饰：\n{0},Şu anki Dekorasyonlar:\n{0},現在の装飾:\n {0},현재 장식:\n{0},الديكورات الحالية : {0} 
styleWindowDecorStylePoints,Decors Style Points:,Очки стиля за Декор:,Points Style Décors :,Stilpunkte für Deko:,Puntos de estilo por adornos:,Punti stile decorazioni:,Pontos de estilo pela decoração,装饰风格点数：,Dekorasyon Stil Puanları:,装飾スタイルポイント:,장식 스타일 포인트:,نقاط شكل الديكورات:
styleWindowExpandButton,Expand Gym,Расширить Зал,Développer Gym,Sportstudio erweitern,Expandir gimnasio,Espandi palestra,Expandir academia,扩建健身房,Spor Salonunu Genişlet,ジムの拡張,헬스클럽 확장,توسيع النادي
styleWindowBuyDecorButton,Buy Decors,Купить Декор,Acheter Décors,Deko kaufen,Comprar adornos,Compra decorazioni,Comprar decorações,购买装饰品,Dekorasyon Satın Al,装飾を購入する,장식 구입,شراء الديكورات
idFriendsHeader,FRIENDS,ДРУЗЬЯ,AMIS,FREUNDE,AMIGOS,AMICI,AMIGOS,好友,Arkadaşlar,友達,친구,اصحاب
idGuild,Club,Клан,Club,Klub,Club,Club,Clube,俱乐部,Kulüp,クラブ,클럽,النادي
idFollowers,Followers,Сообщество,Followers,Anhänger,Seguidores,Seguaci,Seguidores,粉丝,Takipçiler,フォロワー,팔로워,المتابعون
idFindFriends,Find Friends,Найти Друзей,Trouver des amis,Freunde finden,Encontrar amigos,Trova amici,Encontrar amigos,查找好友,Arkadaş bul,友達を探す,친구 찾기,إيجاد الأصدقاء
idEmptyFollowersList,You haven't followed any player yet,Вы еще не добавили ни одного игрока в свое сообщество,Vous n'avez suivi encore aucun joueur,Du folgst noch keinem Spieler,Aún no sigues a ningún jugador.,Non sei seguace di alcun giocatore.,Você ainda não seguiu nenhum jogador,你还没有关注任何玩家,Henüz herhangi bir oyuncuyu takip etmedin,誰もフォローしていません,아직 팔로우한 플레이어가 없습니다.,لم تقم بمتابعة أية لاعبين بعد
idAllFollowed,You have followed everyone. The list will renew soon,Вы добавили всех людей в свое сообщество. Список скоро обновится,Vous avez suivi tout le monde. La liste va bientôt se renouveler,Du folgst allen. Die Liste wird bald aktualisiert.,Sigues a todos. La lista se renovará pronto.,Sei seguace di tutti. La lista verrà presto rinnovata.,Você seguiu todo mundo. A lista será renovada em breve.,你关注了所有人。列表很快会更新,Herkesi takip ettin. Liste yakında yenilenecek,全員をフォローしました。リストは間もなく更新されます,모두 팔로우했습니다. 목록은 곧 갱신됩니다.,لقد قمت بمتابعة اجلميع. سيتم إعادة تجديد القائمة قريباً
idNoConnection,No connection to the server,Нет подключения к серверу,Impossible de se connecter au serveur,Keine Verbindung mit dem Server möglich,No se ha podido conectar con el servidor.,Nessuna connessione al server disponibile.,Sem conexão com o servidor,无法连接到服务器,Sunucu bağlantısı yok,サーバーに接続できません,서버와의 연결 없음,لا اتصال بالمخدم
idNoFriendsOffline,Friends are unavailable in offline mode.,Друзья не доступны в оффлайн режиме,Les amis sont indisponibles en mode hors ligne,Im Offline-Modus sind Freunde nicht verfügbar.,Los amigos no están disponibles en el modo sin conexión.,Amici non disponibili in modalità offline.,Amigos estão indisponíveis no modo offline.,好友在离线模式下不可用。,Arkadaşlar çevrim dışı modda mevcut değil.,友達はオフラインでは利用できません,오프라인 모드에서는 친구와 연결할 수 없습니다.,الأصدقاء غير متوفرون في وضع عدم الاتصال
FriendsConnectandget,Connect to Facebook and earn,Подключайтесь и получите,Se connecter et gagner,Verbinden und erhalten,Conéctate para ganar,Connettiti e guadagna,Conecte-se e ganhe,连接并赢得,Bağlan ve kazan,接続して獲得,연결하고 획득하기,اتصل لتربح
FriendsAddFriends,Add Friend,Добавить Больше Друзей,Ajouter ami,Freund hinzufügen,Agregar amigo,Aggiungi un amico,Adicionar amigo,添加好友,Arkadaş Ekle,友達を追加,친구 추가,إضافة صديق
FriendsInviteFriends,Invite Friends,Пригласить Друзей,Inviter des amis,Freunde einladen,Invitar a amigos,Invita amici,Convidar amigos,邀请好友,Arkadaşlarını Davet Et,友達を招待,친구 초대,دعوة صديق
FriendsConnectButton,Connect,Подключить,Se connecter,Verbinden,Conectar,Connettiti,Conectar,连接,Bağlan,接続,연결,اتصل لتربح
FrinedsInviteMoreButton,Invite More Friends,Пригласить больше друзей,Inviter plus d'amis,Mehr Freunde einladen,Invitar a más amigos,Invita più amici!,Convidar mais amigos,邀请更多好友,Daha Fazla Arkadaş Davet Et,友達をもっと誘う,더 많은 친구 초대,ادع المزيد من الأصدقاء
visitorPanelCollect,Collect,Забрать,Collecter,Einsammeln,Recibir,Raccogli,Coletar,收取,Topla,収集,획득,اجمع
idStarterPack,STARTER PACK,НАЧИНАЮЩЕМУ ТРЕНЕРУ,KIT DE DÉPART,ANFÄNGER PACKET,PAQUETE DE INICIO,STARTER PACK,PACOTE DE INICIANTE,入门包,BAŞLANGIÇ PAKETİ,スターターパック,스타터 팩,حزمة المبتدئين
idGreatOffer,GREAT OFFER,ОТЛИЧНОЕ ПРЕДЛОЖЕНИЕ,grande Offre,Tolles Angebot,Gran oferta,grande offerta,grande Oferta,大优惠,Büyük teklif,グレートオファー,위대한 제공,عرض رائع
idGetAHeadStart,GET A HEAD START,БЫСТРЫЙ СТАРТ,Avoir une longueur d'avance,Einen Vorsprung bekommen,Conseguir una ventaja,Ottenere un vantaggio,Obter um bom começo,抢先一步！,Avantajlı başlamak,ヘッドスタートを取得します。,헤드 시작 받기,الحصول على السبق
idGymExpandBundle,GYM EXPANSION BUNDLE,НАБОР ДЛЯ  РАСШИРЕНИЯ,paquet d'extension Gym,Gym Erweiterungspaket,haz de gimnasia de expansión,fascio palestra espansione,pacote ginásio Expansão,健身房扩展包,Spor Genişletme demeti,ジム拡張バンドル,체육관 확장 번들,صالة الألعاب الرياضية التوسع حزمة
idGymExpandDescription,Expand Faster and become stronger!,Расширяйся быстрее и становись сильнее!,Développer plus vite et devenir plus fort!,Erweitern Schneller und stärker werden!,Expandirse más rápido y ser más fuerte!,Espandere veloce e diventare più forte!,Expandir Mais rápido e ficar mais forte!,展开更快，变得更加强大！,Daha hızlı Expand ve daha güçlü hale!,より速く展開し、強くなります！,빠른 확장하고 강해지!,توسيع أسرع وتصبح أقوى!
idStorageBunlde,STORAGE BUNDLE,НАБОР ДЛЯ КЛАДОВКИ,faisceau de stockage,Speicherbündel,manojo de almacenamiento,fascio di archiviazione,pacote de armazenamento,存储捆绑包,Depolama demeti,ストレージ・バンドル,스토리지 번들,حزمة التخزين
idStorageBunldeDescription,Expand your Storage and make space for more items with this bundle!,"Расширяй кладовку, чтоб было больше свободного места для хранения предметов!",Développez votre stockage et faire de la place pour plus d'articles avec ce paquet!,Erweitern Sie Ihren Speicher und macht Platz für mehr Einzelteile mit diesem Bundle!,Ampliar su almacenamiento y hacer espacio para más artículos con este paquete!,Espandi la tua bagagli e fare spazio per altri oggetti con questo pacchetto!,Expandir o seu armazenamento e abrir espaço para mais artigos com este pacote!,扩展存储，使空间更多的项目与此包！,senin Depolama genişletin ve bu paket ile daha öğeler için yer açmak!,あなたのストレージを展開し、このバンドルで複数の項目のためのスペースを作ります！,당신의 스토리지를 확장하고이 번들에 더 많은 항목을위한 공간을 만들!,توسيع التخزين وافساح المجال لمزيد من العناصر مع هذه الباقة!
idSurpriseOffer,SURPRISE OFFER,НЕОЖИДАННОЕ ПРЕДЛОЖЕНИЕ,offre suprise,suprise Angebot,oferta sorpresa,offerta sorpresa,oferta suprise,惊喜优惠,sürpriz teklif,驚きのオファー,깜짝 제안,عرض مفاجأة
idEquipmentBundle,EQUIPMENT BUNDLE,НАБОР ОБОРУДОВАНИЯ,ensemble de l'équipement,Geräte-Bundle,haz equipos,attrezzature fascio,pacote de equipamentos,设备包,Ekipman demeti,機器バンドル,장비 번들,معدات حزمة
idDecorBundle,DECOR BUNDLE,НАБОР ДЕКОРОВ,bundle décor,Dekor-Bündel,haz decoración,fascio Decor,pacote decor,装饰包,Dekor demeti,インテリアバンドル,장식 번들,ديكور حزمة
StarterPackHeader,SPECIAL OFFER,СПЕЦИАЛЬНОЕ ПРЕДЛОЖЕНИЕ,PACK DE DÉMARRAGE,STARTERPAKET,PACK INICIAL,PACCHETTO PRINCIPIANTE,PACOTE DE INICIANTE,新手包,BAŞLANGIÇ PAKETİ,スターターパック,스타터 팩,حزمة المبتدئين
StarterPackDescription,You were selected for a surprise discount,Вас выбрали для специальной скидки!,Vous avez été sélectionné pour une promotion surprise,Du wurdest für einen Überraschungsrabatt ausgewählt,Has sido seleccionado para un descuento sorpresa,Hai diritto a uno sconto sorprendente,Você foi selecionado para um desconto surpresa,你被抽中获得惊喜折扣,Sürpriz indirim için seçildin,サプライズ割引に選ばれました！,깜짝 할인에 당첨됐습니다.,تم اختيارك لحسومات مفاجئة
StarterPackPurchaseNow,Purchase Now!,Купить!,Acheter maintenant !,Jetzt kaufen!,¡Comprar ahora!,Acquista ora!,Comprar agora!,立刻购买！,Şimdi Satın Al!,今すぐ購入!,지금 구입하세요!,اشتر الآن!
NoAdsHeader,Combo Offer,Двойное предложение,Offre combinée,Combo-aanbieding,Oferta Combo,Offerta combinata,Oferta Combo,组合优惠,Birleşik Teklif,コンボオファー,콤보 제공,عرض كومبو
NoAdsDescription,Buy FitBucks and get rid of the pesky Ads,Покупайте ФитБаксы и избавляйтесь от надоедливой рекламы,Achetez FitBucks et débarrassez-vous de Ads,Kaufen Sie FitBucks und entfernen Sie lästige Anzeigen,Compra FitBucks y deshazte de molestos anuncios,Acquista FitBucks e sbarazzati di annunci fastidiosi,Compre FitBucks e se livrar de anúncios irritantes,购买FitBucks并摆脱烦人的广告,FitBucks'ı satın al ve sinir bozucu Reklamlardan kurtul,FitBucksを購入し、厄介な広告を取り除く,FitBucks를 구입하고 성가신 광고를 제거하십시오.,شراء FitBucks وتخلص من الإعلانات المزعجة
NoAdsDisclaimer,"* Rewarded Videos (TV, Wheel OF Fortune, etc.) will remain","* Награжденные видео (ТВ, Колесо Фортуны и т. д.) останутся","* Les vidéos récompensées (TV, Wheel OF Fortune, etc.) resteront","* Belohnte Videos (TV, Glücksrad, etc.) bleiben erhalten","* Videos Rewards (TV, Wheel of Fortune, etc.) se mantendrán","* I video premiati (TV, ruota della fortuna, ecc.) Rimarranno","* Vídeos recompensados (TV, Wheel OF Fortune, etc.) permanecerão",奖励视频（电视，财富之轮等）将保留,"* Ödüllendirilen Videolar (TV, Wheel Of Fortune, vb.) Kalacaktır",*報酬を受けたビデオ（TV、ホイールオブフォーチュンなど）は残ります,"* 보상 비디오 (TV, 포춘 등의 휠)로 유지됩니다",فيديو * مكافأة (TV، عجلة الحظ، الخ) سيبقى
NoAdsBadgeLabel,No\nAds*,Без\nРекламы*,Pas\nde pubs*,Keine\nWerbung*,Sin\nanuncios*,Nessuna\npubblicità*,Sem\nanúncios*,无广告*,Reklamsız*,広告なし*,광고 없음*,لا اعلانات*
idBuyNow,Buy Now!,Беру!,Acheter maintenant!,Kaufe jetzt!,¡Compra ahora!,Acquista ora!,Compre!,立即购买！,Şimdi satın al!,今買う！,지금 주문!,اشتري الآن!
idDoingExercise,Doing Exercise,Упражнение,Fait de l'exercice,Macht Sport,Haciendo ejercicio,Sta facendo esercizio,Fazendo exercício,正在练习,Egzersiz Yapıyor,エクササイズ中,운동 중,يقوم بالتدريب
idEating,Enjoying a Drink,Напитки,Se détend autour d'un verre,Trinkt etwas,Disfrutando de una bebida,Si sta godendo una bibita,Saboreando uma bebida,享受饮料,Bir İçeceğin Tadını Çıkarıyor,ドリンクを飲んでいる,음료수 마시는 중,يستمتع بشراب
idAssembling,Assembling,Сборка,Se rassemble,Beim Zusammenbau,Montando,In assemblaggio,Montando,正在组装,Birleştiriyor,組み立て中,조립 중,يقوم بالتجميع
idGrowingFruit,Growing a Fruit,Выращивание фруктов,Cultive un fruit,Lässt eine Frucht wachsen,Generando fruta,Stanno crescendo frutti,Cultivando uma fruta,水果生长,Meyve Yetiştiriyor,果実が育っている,과일 기르는 중,يقوم بزراعة فاكهة
idRepair,Repairing,Ремонт,Répare,Wird repariert,Reparando,In riparazione,Reparando,正在修理,Tamir Ediyor,修復中,수리 중,يقوم بالإصلاح
leaderboardUnlockAt,Unlocks at level,Открывается на уровне,Se débloque au niveau,Wird auf freigeschaltet.,Se desbloquea a nivel,Sblocca al livello,Desbloqueado no nível,在等级{0}解锁。,seviyede açılır,レベル でアンロックします。,레벨에 잠금해제,يفتح في مستوى
idFreeSpin,FREE SPIN,Бесплатное вращение,LIBRE,GRATIS,GRATIS,GRATIS,GRÁTIS,免费,BEDAVA,無料,무료,سبين مجاني
wheelRmnngSpns,Spins used,Сделанные попытки,Tours restants :,Übrige Versuche:,Vueltas restantes:,Giri rimasti:,Voltas restantes:,剩余旋转：,Kalan Çevirme:,残りスピン回数:,남은 스핀:,اللفات المتبقية:
wheelSpnsRst,Spins reset in:,"Спины обнулятся, через:",Réinitialisation des tours dans :,Werden zurückgesetzt in:,Las tiradas se restablecen en:,Ripristino giri tra:,Os giros são zerados em:,离旋转重置还有：,Çevirmelerin sıfırlanmasına:,スピンリセットまであと:,스핀 초기화:,يعاد ضبط اللفات خلال:
idWheelRules,Spin the Wheel to win Epic prizes!\n\nWatch a short video to get a spin.,"Крутите колесо и выигрывайте ценные призы!\n\nПосмотреть короткий ролик, чтоб закрутить барабан.",Faites tourner la Roue pour gagner des prix Epiques !\nRegardez une courte vidéo pour obtenir un tour.,"Drehe das Rad, um epische Preise zu gewinnen!\n\nSieh dir ein kurzes Video an, um einen Versuch zu erhalten.",¡Haz girar la ruleta para conseguir premios épicos!\n\nMira un vídeo corto para conseguir una tirada.,Gira la ruota per vincere epiche ricompense!\n\nGuarda un breve video e ottieni un giro.,Gire a roda para ganhar prêmios épicos!\n\nAssista a um curto vídeo para ganhar um giro.,旋转轮盘赢得史诗级大奖！\n\n观看视频以获得旋转。,Destansı ödüller kazanmak için Çarkı çevir!\n\nBir çevirme almak için kısa bir video izle.,ルーレットを回して賞品を当てよう！\n\n短い動画を見ればスピン1回ゲット,돌림판을 돌려서 엄청난 보상을 획득하세요!\n\n짧은 동영상을 보고 스핀을 받으세요.,قم بتدوير الدولاب لربح جوائز رائعة! شاهد فيديو قصير لتحصل على لفة.
